order_number,customer_id,product_id,order_date,units,sale_price,currency,order_mode,updated_at
347,2634,9,01/30/2025,2,6.10,CAD,NEW,2026-02-06 22:12:47
348,2584,10,12/14/2025,8,55.91,EUR,NEW,2026-02-06 22:12:47
349,778,8,12/30/2025,5,25.92,USD,NEW,2026-02-06 22:12:47
350,645,1,01/10/2025,2,88.67,INR,NEW,2026-02-06 22:12:47
351,1399,3,10/01/2025,2,72.70,USD,NEW,2026-02-06 22:12:47
352,2323,6,02/07/2025,2,57.82,EUR,NEW,2026-02-06 22:12:47
353,2644,10,04/07/2025,9,38.21,EUR,NEW,2026-02-06 22:12:47
354,11,1,03/23/2025,3,99.84,EUR,NEW,2026-02-06 22:12:47
355,261,4,01/09/2026,2,82.35,EUR,NEW,2026-02-06 22:12:47
356,2452,8,12/15/2025,3,22.87,INR,NEW,2026-02-06 22:12:47
357,2083,2,07/23/2025,7,64.09,USD,NEW,2026-02-06 22:12:47
358,1592,2,11/11/2025,10,1.09,CAD,NEW,2026-02-06 22:12:47
359,2696,3,11/21/2025,5,86.41,USD,NEW,2026-02-06 22:12:47
360,114,9,06/23/2025,2,61.87,EUR,NEW,2026-02-06 22:12:47
361,2224,2,05/11/2025,5,45.51,CAD,NEW,2026-02-06 22:12:47
362,1720,5,03/29/2025,6,77.21,CAD,NEW,2026-02-06 22:12:47
363,1276,5,05/07/2025,8,3.09,INR,NEW,2026-02-06 22:12:47
364,1096,3,03/12/2025,3,37.92,USD,NEW,2026-02-06 22:12:47
365,1214,8,10/30/2025,4,10.35,EUR,NEW,2026-02-06 22:12:47
366,1054,6,06/25/2025,4,59.84,EUR,NEW,2026-02-06 22:12:47
367,2648,3,12/26/2025,4,98.36,CAD,NEW,2026-02-06 22:12:47
368,2177,6,07/26/2025,7,10.72,USD,NEW,2026-02-06 22:12:47
369,810,9,04/18/2025,2,90.04,CAD,NEW,2026-02-06 22:12:47
370,1710,3,09/18/2025,2,79.20,USD,NEW,2026-02-06 22:12:47
371,2830,5,03/11/2025,6,53.94,INR,NEW,2026-02-06 22:12:47
372,975,9,08/30/2025,8,4.35,CAD,NEW,2026-02-06 22:12:47
373,2063,2,07/14/2025,2,0.86,INR,NEW,2026-02-06 22:12:47
374,1843,1,07/13/2025,8,56.85,USD,NEW,2026-02-06 22:12:47
375,809,10,12/19/2025,2,57.87,USD,NEW,2026-02-06 22:12:47
376,1150,6,02/16/2025,3,50.68,USD,NEW,2026-02-06 22:12:47
377,2410,9,06/14/2025,9,32.66,CAD,NEW,2026-02-06 22:12:47
378,994,10,04/21/2025,6,15.15,CAD,NEW,2026-02-06 22:12:47
379,2637,8,10/31/2025,5,93.76,EUR,NEW,2026-02-06 22:12:47
380,1196,8,05/02/2025,1,78.42,EUR,NEW,2026-02-06 22:12:47
381,2876,10,01/12/2026,8,90.39,INR,NEW,2026-02-06 22:12:47
382,2371,9,03/21/2025,1,71.07,INR,NEW,2026-02-06 22:12:47
383,2132,9,10/17/2025,5,55.82,EUR,NEW,2026-02-06 22:12:47
384,703,3,09/23/2025,4,7.58,INR,NEW,2026-02-06 22:12:47
385,1671,5,08/18/2025,3,11.42,INR,NEW,2026-02-06 22:12:47
386,1505,2,03/21/2025,4,37.95,INR,NEW,2026-02-06 22:12:47
387,2847,2,10/13/2025,10,20.79,CAD,NEW,2026-02-06 22:12:47
388,1161,6,07/16/2025,3,97.87,USD,NEW,2026-02-06 22:12:47
389,2439,1,01/08/2025,8,43.58,INR,NEW,2026-02-06 22:12:47
390,1601,4,08/31/2025,1,63.25,CAD,NEW,2026-02-06 22:12:47
391,2966,9,08/23/2025,7,82.71,EUR,NEW,2026-02-06 22:12:47
392,2430,3,04/17/2025,4,79.42,EUR,NEW,2026-02-06 22:12:47
393,2644,4,03/01/2025,9,25.08,INR,NEW,2026-02-06 22:12:47
394,1515,10,10/10/2025,2,28.82,USD,NEW,2026-02-06 22:12:47
395,1187,6,12/24/2025,3,16.22,EUR,NEW,2026-02-06 22:12:47
396,2007,1,11/05/2025,4,76.94,CAD,NEW,2026-02-06 22:12:47
397,2202,7,08/24/2025,9,82.05,EUR,NEW,2026-02-06 22:12:47
398,1735,9,11/14/2025,5,39.32,INR,NEW,2026-02-06 22:12:47
399,1093,10,10/17/2025,8,94.47,USD,NEW,2026-02-06 22:12:47
400,1615,10,06/16/2025,4,55.52,INR,NEW,2026-02-06 22:12:47
401,2977,2,11/08/2025,6,67.03,EUR,NEW,2026-02-06 22:12:47
402,1443,10,03/13/2025,7,43.82,EUR,NEW,2026-02-06 22:12:47
403,2092,5,09/15/2025,4,59.97,EUR,NEW,2026-02-06 22:12:47
404,934,6,10/24/2025,3,94.54,EUR,NEW,2026-02-06 22:12:47
405,344,6,01/24/2025,1,79.40,INR,NEW,2026-02-06 22:12:47
406,108,1,01/26/2025,7,22.81,CAD,NEW,2026-02-06 22:12:47
407,2868,2,07/18/2025,9,11.79,CAD,NEW,2026-02-06 22:12:47
408,1861,2,02/19/2025,1,24.45,INR,NEW,2026-02-06 22:12:47
409,895,9,03/03/2025,3,65.49,INR,NEW,2026-02-06 22:12:47
410,176,2,04/06/2025,9,25.08,CAD,NEW,2026-02-06 22:12:47
411,160,6,11/16/2025,9,58.08,EUR,NEW,2026-02-06 22:12:47
412,729,4,11/17/2025,2,33.08,EUR,NEW,2026-02-06 22:12:47
413,2179,7,09/15/2025,7,46.86,CAD,NEW,2026-02-06 22:12:47
414,1081,1,08/08/2025,2,33.70,EUR,NEW,2026-02-06 22:12:47
415,458,7,11/18/2025,5,71.51,CAD,NEW,2026-02-06 22:12:47
416,2424,6,11/02/2025,1,93.63,INR,NEW,2026-02-06 22:12:47
417,624,5,01/31/2025,9,97.48,USD,NEW,2026-02-06 22:12:47
418,854,10,04/11/2025,4,49.03,USD,NEW,2026-02-06 22:12:47
419,65,4,07/20/2025,6,14.36,CAD,NEW,2026-02-06 22:12:47
420,1774,5,02/04/2025,2,52.95,USD,NEW,2026-02-06 22:12:47
421,2218,6,01/05/2025,4,46.99,CAD,NEW,2026-02-06 22:12:47
422,2327,2,02/10/2025,5,14.21,INR,NEW,2026-02-06 22:12:47
423,737,6,03/20/2025,1,16.03,EUR,NEW,2026-02-06 22:12:47
424,2247,3,09/18/2025,3,94.53,INR,NEW,2026-02-06 22:12:47
425,908,2,07/26/2025,2,26.55,INR,NEW,2026-02-06 22:12:47
426,447,9,05/09/2025,5,96.80,INR,NEW,2026-02-06 22:12:47
427,915,2,10/25/2025,4,92.53,INR,NEW,2026-02-06 22:12:47
428,190,1,03/15/2025,8,38.11,EUR,NEW,2026-02-06 22:12:47
429,276,5,08/07/2025,9,35.63,INR,NEW,2026-02-06 22:12:47
430,1584,8,10/17/2025,9,46.17,CAD,NEW,2026-02-06 22:12:47
431,1744,2,08/24/2025,4,1.30,USD,NEW,2026-02-06 22:12:47
432,398,7,09/04/2025,5,26.36,CAD,NEW,2026-02-06 22:12:47
433,1831,3,02/12/2025,10,30.90,INR,NEW,2026-02-06 22:12:47
434,2942,7,03/21/2025,7,13.10,CAD,NEW,2026-02-06 22:12:47
435,2227,1,06/09/2025,10,55.30,CAD,NEW,2026-02-06 22:12:47
436,461,2,01/08/2025,7,99.77,USD,NEW,2026-02-06 22:12:47
437,320,7,02/28/2025,3,11.49,CAD,NEW,2026-02-06 22:12:47
438,2390,9,10/20/2025,9,78.60,INR,NEW,2026-02-06 22:12:47
439,2902,10,01/02/2025,8,34.74,USD,NEW,2026-02-06 22:12:47
440,1704,3,11/27/2025,4,22.69,INR,NEW,2026-02-06 22:12:47
441,64,3,11/17/2025,5,93.12,EUR,NEW,2026-02-06 22:12:47
442,1566,2,11/07/2025,10,50.96,INR,NEW,2026-02-06 22:12:47
443,1899,9,12/13/2025,6,11.34,EUR,NEW,2026-02-06 22:12:47
444,114,5,07/21/2025,6,20.44,CAD,NEW,2026-02-06 22:12:47
445,506,10,11/11/2025,5,61.18,INR,NEW,2026-02-06 22:12:47
446,1907,10,09/06/2025,2,50.98,CAD,NEW,2026-02-06 22:12:47
447,2473,1,07/06/2025,3,75.37,EUR,NEW,2026-02-06 22:12:47
448,2525,6,06/04/2025,5,15.29,USD,NEW,2026-02-06 22:12:47
449,503,7,03/19/2025,4,20.99,CAD,NEW,2026-02-06 22:12:47
450,1138,3,06/20/2025,6,22.29,EUR,NEW,2026-02-06 22:12:47
451,2097,7,05/02/2025,7,38.08,CAD,NEW,2026-02-06 22:12:47
452,2485,7,10/25/2025,8,9.96,EUR,NEW,2026-02-06 22:12:47
453,125,10,09/06/2025,8,95.20,CAD,NEW,2026-02-06 22:12:47
454,217,5,12/18/2025,6,39.18,CAD,NEW,2026-02-06 22:12:47
455,757,4,07/20/2025,1,52.84,CAD,NEW,2026-02-06 22:12:47
456,119,8,03/13/2025,2,43.47,USD,NEW,2026-02-06 22:12:47
457,1666,6,02/19/2025,8,54.52,INR,NEW,2026-02-06 22:12:47
458,2813,1,04/21/2025,1,88.97,EUR,NEW,2026-02-06 22:12:47
459,2107,1,01/19/2025,3,63.44,CAD,NEW,2026-02-06 22:12:47
460,2397,5,10/18/2025,5,48.13,INR,NEW,2026-02-06 22:12:47
461,796,1,07/10/2025,5,0.23,EUR,NEW,2026-02-06 22:12:47
462,1578,5,12/02/2025,6,86.53,CAD,NEW,2026-02-06 22:12:47
463,1086,3,03/20/2025,3,32.39,EUR,NEW,2026-02-06 22:12:47
464,1482,4,11/10/2025,1,49.95,CAD,NEW,2026-02-06 22:12:47
465,2132,3,10/16/2025,2,66.08,INR,NEW,2026-02-06 22:12:47
466,2297,5,03/03/2025,3,16.53,EUR,NEW,2026-02-06 22:12:47
467,1840,5,04/11/2025,9,8.45,EUR,NEW,2026-02-06 22:12:47
468,337,1,10/04/2025,1,15.21,CAD,NEW,2026-02-06 22:12:47
469,428,8,10/11/2025,10,10.68,CAD,NEW,2026-02-06 22:12:47
470,1021,1,11/04/2025,1,91.41,USD,NEW,2026-02-06 22:12:47
471,1648,10,12/08/2025,4,82.89,USD,NEW,2026-02-06 22:12:47
472,2532,3,12/04/2025,7,27.03,USD,NEW,2026-02-06 22:12:47
473,2380,7,01/11/2025,4,45.83,EUR,NEW,2026-02-06 22:12:47
474,1390,9,10/03/2025,10,8.69,INR,NEW,2026-02-06 22:12:47
475,475,5,08/01/2025,6,63.98,CAD,NEW,2026-02-06 22:12:47
476,1422,4,01/15/2025,7,70.64,USD,NEW,2026-02-06 22:12:47
477,914,3,08/24/2025,10,84.54,INR,NEW,2026-02-06 22:12:47
478,1790,10,07/09/2025,8,1.11,EUR,NEW,2026-02-06 22:12:47
479,547,3,05/26/2025,4,84.76,INR,NEW,2026-02-06 22:12:47
480,730,10,03/24/2025,4,3.83,USD,NEW,2026-02-06 22:12:47
481,1037,7,12/10/2025,8,62.97,USD,NEW,2026-02-06 22:12:47
482,777,6,09/10/2025,8,3.19,CAD,NEW,2026-02-06 22:12:47
483,1128,7,01/02/2026,3,33.90,INR,NEW,2026-02-06 22:12:47
484,1843,1,01/01/2026,10,79.18,EUR,NEW,2026-02-06 22:12:47
485,1993,10,01/12/2025,4,21.68,EUR,NEW,2026-02-06 22:12:47
486,375,10,02/03/2025,1,36.89,INR,NEW,2026-02-06 22:12:47
487,35,4,07/29/2025,9,28.64,INR,NEW,2026-02-06 22:12:47
488,847,10,04/11/2025,10,6.52,EUR,NEW,2026-02-06 22:12:47
489,2457,9,07/05/2025,2,67.58,EUR,NEW,2026-02-06 22:12:47
490,2372,9,08/29/2025,4,71.28,INR,NEW,2026-02-06 22:12:47
491,2308,9,12/14/2025,3,47.26,EUR,NEW,2026-02-06 22:12:47
492,2547,5,07/20/2025,6,6.34,INR,NEW,2026-02-06 22:12:47
493,1045,2,12/30/2025,6,45.70,INR,NEW,2026-02-06 22:12:47
494,1994,6,10/15/2025,9,11.54,INR,NEW,2026-02-06 22:12:47
495,1106,5,12/14/2025,8,71.59,EUR,NEW,2026-02-06 22:12:47
496,1688,8,07/01/2025,9,97.54,CAD,NEW,2026-02-06 22:12:47
497,1535,7,12/12/2025,7,89.83,USD,NEW,2026-02-06 22:12:47
498,648,7,03/17/2025,5,41.49,CAD,NEW,2026-02-06 22:12:47
499,773,8,11/26/2025,4,98.24,USD,NEW,2026-02-06 22:12:47
500,855,4,02/16/2025,3,99.63,INR,NEW,2026-02-06 22:12:47
501,2815,4,05/16/2025,5,32.11,CAD,NEW,2026-02-06 22:12:47
502,2430,7,03/01/2025,1,44.77,CAD,NEW,2026-02-06 22:12:47
503,2430,7,02/13/2025,8,61.32,INR,NEW,2026-02-06 22:12:47
504,2058,9,10/05/2025,4,56.74,CAD,NEW,2026-02-06 22:12:47
505,920,6,02/17/2025,6,60.97,INR,NEW,2026-02-06 22:12:47
506,1208,2,11/03/2025,5,64.18,EUR,NEW,2026-02-06 22:12:47
507,2760,1,10/20/2025,1,78.08,EUR,NEW,2026-02-06 22:12:47
508,2773,2,12/13/2025,1,53.30,INR,NEW,2026-02-06 22:12:47
509,1279,1,05/26/2025,7,77.94,EUR,NEW,2026-02-06 22:12:47
510,2103,2,10/06/2025,6,78.25,EUR,NEW,2026-02-06 22:12:47
511,1299,9,12/31/2025,7,17.80,CAD,NEW,2026-02-06 22:12:47
512,1285,6,12/13/2025,6,74.22,EUR,NEW,2026-02-06 22:12:47
513,1623,8,04/14/2025,2,70.66,INR,NEW,2026-02-06 22:12:47
514,378,3,03/19/2025,8,68.23,INR,NEW,2026-02-06 22:12:47
515,334,8,12/16/2025,2,72.61,USD,NEW,2026-02-06 22:12:47
516,622,7,04/02/2025,4,29.55,CAD,NEW,2026-02-06 22:12:47
517,996,3,01/05/2025,9,17.65,CAD,NEW,2026-02-06 22:12:47
518,1692,4,07/05/2025,8,13.03,INR,NEW,2026-02-06 22:12:47
519,79,7,05/17/2025,2,15.26,INR,NEW,2026-02-06 22:12:47
520,2102,9,12/12/2025,2,23.42,CAD,NEW,2026-02-06 22:12:47
521,1173,10,04/29/2025,2,65.51,CAD,NEW,2026-02-06 22:12:47
522,1007,4,01/28/2025,10,3.45,INR,NEW,2026-02-06 22:12:47
523,2791,5,11/09/2025,8,78.94,INR,NEW,2026-02-06 22:12:47
524,1393,7,10/29/2025,8,73.57,EUR,NEW,2026-02-06 22:12:47
525,1814,3,01/20/2025,9,8.74,USD,NEW,2026-02-06 22:12:47
526,702,2,12/09/2025,3,39.48,USD,NEW,2026-02-06 22:12:47
527,1182,10,11/25/2025,4,68.66,INR,NEW,2026-02-06 22:12:47
528,1138,9,03/30/2025,6,93.17,USD,NEW,2026-02-06 22:12:47
529,2704,4,06/02/2025,9,39.47,EUR,NEW,2026-02-06 22:12:47
530,2611,6,04/01/2025,5,14.28,EUR,NEW,2026-02-06 22:12:47
531,1289,9,01/17/2025,8,68.45,USD,NEW,2026-02-06 22:12:47
532,2427,1,08/29/2025,7,56.91,CAD,NEW,2026-02-06 22:12:47
533,2446,9,02/06/2025,5,75.04,EUR,NEW,2026-02-06 22:12:47
534,1262,10,07/16/2025,1,66.32,CAD,NEW,2026-02-06 22:12:47
535,1404,9,07/17/2025,3,47.85,USD,NEW,2026-02-06 22:12:47
536,950,5,10/10/2025,3,78.28,EUR,NEW,2026-02-06 22:12:47
537,2405,9,01/10/2025,10,38.65,EUR,NEW,2026-02-06 22:12:47
538,1513,10,08/03/2025,1,91.73,INR,NEW,2026-02-06 22:12:47
539,2952,4,01/25/2025,6,53.22,CAD,NEW,2026-02-06 22:12:47
540,1763,1,08/14/2025,1,24.90,USD,NEW,2026-02-06 22:12:47
541,1395,5,09/23/2025,3,50.75,USD,NEW,2026-02-06 22:12:47
542,1,9,09/19/2025,9,74.00,INR,NEW,2026-02-06 22:12:47
543,953,2,05/13/2025,6,79.74,USD,NEW,2026-02-06 22:12:47
544,2394,2,10/05/2025,8,29.39,INR,NEW,2026-02-06 22:12:47
545,2653,5,09/21/2025,8,90.13,CAD,NEW,2026-02-06 22:12:47
546,1484,3,06/17/2025,1,8.14,EUR,NEW,2026-02-06 22:12:47
547,2834,7,02/06/2025,3,96.03,INR,NEW,2026-02-06 22:12:47
548,2402,9,09/03/2025,9,92.52,USD,NEW,2026-02-06 22:12:47
549,1526,4,03/03/2025,10,20.53,EUR,NEW,2026-02-06 22:12:47
550,419,10,12/19/2025,10,71.06,INR,NEW,2026-02-06 22:12:47
551,2817,8,01/02/2025,6,88.34,USD,NEW,2026-02-06 22:12:47
552,2480,5,09/22/2025,6,30.84,INR,NEW,2026-02-06 22:12:47
553,833,3,07/01/2025,5,87.14,CAD,NEW,2026-02-06 22:12:47
554,2223,4,01/11/2026,9,76.64,INR,NEW,2026-02-06 22:12:47
555,1153,9,08/23/2025,10,37.02,CAD,NEW,2026-02-06 22:12:47
556,2736,4,05/11/2025,2,55.35,USD,NEW,2026-02-06 22:12:47
557,2537,6,04/17/2025,6,88.73,EUR,NEW,2026-02-06 22:12:47
558,106,6,09/28/2025,8,41.80,EUR,NEW,2026-02-06 22:12:47
559,971,9,09/05/2025,2,96.78,USD,NEW,2026-02-06 22:12:47
560,619,6,08/11/2025,6,94.85,EUR,NEW,2026-02-06 22:12:47
561,2893,6,12/07/2025,3,7.85,CAD,NEW,2026-02-06 22:12:47
562,898,3,02/28/2025,5,69.39,INR,NEW,2026-02-06 22:12:47
563,1745,5,09/26/2025,1,27.83,USD,NEW,2026-02-06 22:12:47
564,1892,9,04/25/2025,1,43.89,USD,NEW,2026-02-06 22:12:47
565,164,3,03/23/2025,5,10.65,EUR,NEW,2026-02-06 22:12:47
566,1306,8,05/23/2025,8,62.56,CAD,NEW,2026-02-06 22:12:47
567,2427,5,09/27/2025,1,3.70,CAD,NEW,2026-02-06 22:12:47
568,190,5,09/24/2025,2,30.02,EUR,NEW,2026-02-06 22:12:47
569,1300,5,07/11/2025,2,40.44,USD,NEW,2026-02-06 22:12:47
570,217,6,11/21/2025,10,3.49,CAD,NEW,2026-02-06 22:12:47
571,1886,6,01/29/2025,7,9.12,USD,NEW,2026-02-06 22:12:47
572,1257,1,12/30/2025,4,54.43,CAD,NEW,2026-02-06 22:12:47
573,1474,6,04/25/2025,7,86.14,EUR,NEW,2026-02-06 22:12:47
574,2417,3,06/02/2025,8,98.37,CAD,NEW,2026-02-06 22:12:47
575,2330,9,10/06/2025,8,65.06,CAD,NEW,2026-02-06 22:12:47
576,1041,4,12/08/2025,7,65.01,INR,NEW,2026-02-06 22:12:47
577,1676,9,09/19/2025,3,79.19,CAD,NEW,2026-02-06 22:12:47
578,2284,7,06/30/2025,8,65.68,CAD,NEW,2026-02-06 22:12:47
579,586,7,04/14/2025,8,95.88,INR,NEW,2026-02-06 22:12:47
580,2477,1,11/09/2025,6,70.67,USD,NEW,2026-02-06 22:12:47
581,24,1,10/30/2025,7,8.96,USD,NEW,2026-02-06 22:12:47
582,300,6,09/08/2025,4,93.26,USD,NEW,2026-02-06 22:12:47
583,2254,5,07/20/2025,10,43.70,EUR,NEW,2026-02-06 22:12:47
584,1149,4,07/25/2025,10,65.43,CAD,NEW,2026-02-06 22:12:47
585,236,3,06/29/2025,5,44.98,EUR,NEW,2026-02-06 22:12:47
586,1347,5,04/01/2025,5,73.96,EUR,NEW,2026-02-06 22:12:47
587,1403,8,01/25/2025,7,74.43,INR,NEW,2026-02-06 22:12:47
588,1691,5,07/16/2025,2,11.92,USD,NEW,2026-02-06 22:12:47
589,2854,2,10/22/2025,10,17.44,EUR,NEW,2026-02-06 22:12:47
590,550,3,12/25/2025,5,20.44,INR,NEW,2026-02-06 22:12:47
591,2260,7,01/29/2025,10,20.49,INR,NEW,2026-02-06 22:12:47
592,1745,3,10/28/2025,6,3.83,USD,NEW,2026-02-06 22:12:47
593,1860,1,12/14/2025,9,70.64,CAD,NEW,2026-02-06 22:12:47
594,373,10,09/18/2025,7,55.95,INR,NEW,2026-02-06 22:12:47
595,2250,7,05/19/2025,4,72.60,USD,NEW,2026-02-06 22:12:47
596,2152,2,07/18/2025,7,78.82,USD,NEW,2026-02-06 22:12:47
597,2491,5,12/05/2025,8,22.58,USD,NEW,2026-02-06 22:12:47
598,2963,6,12/16/2025,2,96.33,EUR,NEW,2026-02-06 22:12:47
599,1153,6,09/24/2025,2,61.80,CAD,NEW,2026-02-06 22:12:47
600,2756,5,02/16/2025,2,43.60,INR,NEW,2026-02-06 22:12:47
601,2414,4,07/12/2025,3,54.56,CAD,NEW,2026-02-06 22:12:47
602,2809,6,04/06/2025,7,47.82,CAD,NEW,2026-02-06 22:12:47
603,2671,8,02/26/2025,8,44.73,USD,NEW,2026-02-06 22:12:47
604,2806,2,10/04/2025,5,23.49,INR,NEW,2026-02-06 22:12:47
605,2843,10,01/07/2026,2,68.06,EUR,NEW,2026-02-06 22:12:47
606,1611,10,09/27/2025,7,29.56,CAD,NEW,2026-02-06 22:12:47
607,1295,3,06/24/2025,6,57.13,CAD,NEW,2026-02-06 22:12:47
608,2026,10,10/15/2025,7,52.89,CAD,NEW,2026-02-06 22:12:47
609,661,4,06/06/2025,3,45.44,CAD,NEW,2026-02-06 22:12:47
610,671,3,01/13/2026,3,49.63,EUR,NEW,2026-02-06 22:12:47
611,247,3,11/25/2025,4,47.78,CAD,NEW,2026-02-06 22:12:47
612,21,7,12/05/2025,8,0.74,EUR,NEW,2026-02-06 22:12:47
613,2833,5,01/01/2026,7,74.25,EUR,NEW,2026-02-06 22:12:47
614,1548,2,03/21/2025,10,68.20,EUR,NEW,2026-02-06 22:12:47
615,1492,4,08/06/2025,4,48.12,CAD,NEW,2026-02-06 22:12:47
616,1628,10,11/18/2025,9,45.46,INR,NEW,2026-02-06 22:12:47
617,845,3,01/18/2025,4,87.47,EUR,NEW,2026-02-06 22:12:47
618,1461,1,08/18/2025,9,75.71,INR,NEW,2026-02-06 22:12:47
619,2435,6,10/07/2025,5,78.61,EUR,NEW,2026-02-06 22:12:47
620,264,7,05/27/2025,9,96.88,EUR,NEW,2026-02-06 22:12:47
621,1168,6,03/08/2025,8,0.97,EUR,NEW,2026-02-06 22:12:47
622,843,2,02/28/2025,9,62.23,EUR,NEW,2026-02-06 22:12:47
623,221,6,11/29/2025,7,21.75,CAD,NEW,2026-02-06 22:12:47
624,529,6,04/02/2025,5,99.22,INR,NEW,2026-02-06 22:12:47
625,254,6,01/07/2025,6,59.30,EUR,NEW,2026-02-06 22:12:47
626,2529,7,04/25/2025,7,33.56,USD,NEW,2026-02-06 22:12:47
627,2543,5,07/16/2025,2,58.84,USD,NEW,2026-02-06 22:12:47
628,2185,9,08/25/2025,1,0.72,CAD,NEW,2026-02-06 22:12:47
629,730,9,07/27/2025,2,14.83,EUR,NEW,2026-02-06 22:12:47
630,2919,7,03/13/2025,5,28.41,CAD,NEW,2026-02-06 22:12:47
631,2023,1,11/17/2025,9,60.69,USD,NEW,2026-02-06 22:12:47
632,1150,3,06/24/2025,2,6.78,USD,NEW,2026-02-06 22:12:47
633,372,7,11/21/2025,7,39.45,EUR,NEW,2026-02-06 22:12:47
634,2819,7,12/28/2025,10,67.08,USD,NEW,2026-02-06 22:12:47
635,1443,9,04/02/2025,2,51.60,CAD,NEW,2026-02-06 22:12:47
636,42,3,01/16/2025,6,3.75,EUR,NEW,2026-02-06 22:12:47
637,781,2,02/15/2025,10,99.81,CAD,NEW,2026-02-06 22:12:47
638,1164,9,08/21/2025,9,17.03,USD,NEW,2026-02-06 22:12:47
639,11,10,01/25/2025,2,91.14,INR,NEW,2026-02-06 22:12:47
640,2360,3,04/18/2025,10,26.43,INR,NEW,2026-02-06 22:12:47
641,946,4,09/30/2025,1,2.03,INR,NEW,2026-02-06 22:12:47
642,307,4,07/25/2025,9,66.52,EUR,NEW,2026-02-06 22:12:47
643,844,5,01/04/2025,9,62.30,CAD,NEW,2026-02-06 22:12:47
644,2238,4,01/08/2026,4,63.43,INR,NEW,2026-02-06 22:12:47
645,703,10,10/21/2025,4,36.82,INR,NEW,2026-02-06 22:12:47
646,2301,2,10/20/2025,3,14.38,USD,NEW,2026-02-06 22:12:47
647,1650,1,01/07/2025,6,7.58,USD,NEW,2026-02-06 22:12:47
648,1553,6,05/10/2025,1,98.11,USD,NEW,2026-02-06 22:12:47
649,1638,4,08/26/2025,3,67.26,EUR,NEW,2026-02-06 22:12:47
650,1840,4,07/28/2025,5,91.94,USD,NEW,2026-02-06 22:12:47
651,309,4,01/07/2026,5,76.19,EUR,NEW,2026-02-06 22:12:47
652,2168,7,07/24/2025,9,96.77,INR,NEW,2026-02-06 22:12:47
653,2892,2,04/27/2025,5,14.59,CAD,NEW,2026-02-06 22:12:47
654,2027,4,03/28/2025,4,60.45,EUR,NEW,2026-02-06 22:12:47
655,608,10,05/26/2025,2,83.66,EUR,NEW,2026-02-06 22:12:47
656,314,5,10/16/2025,3,76.77,EUR,NEW,2026-02-06 22:12:47
657,1971,3,05/23/2025,8,42.37,USD,NEW,2026-02-06 22:12:47
658,628,8,12/06/2025,1,78.17,EUR,NEW,2026-02-06 22:12:47
659,749,4,03/05/2025,10,83.29,CAD,NEW,2026-02-06 22:12:47
660,2314,4,02/15/2025,4,67.96,INR,NEW,2026-02-06 22:12:47
661,2762,8,09/01/2025,6,89.64,EUR,NEW,2026-02-06 22:12:47
662,1718,3,03/30/2025,1,30.57,CAD,NEW,2026-02-06 22:12:47
663,2545,6,09/02/2025,9,40.16,INR,NEW,2026-02-06 22:12:47
664,386,5,07/20/2025,4,8.90,INR,NEW,2026-02-06 22:12:47
665,1159,6,05/31/2025,6,62.04,INR,NEW,2026-02-06 22:12:47
666,645,6,02/22/2025,9,79.86,EUR,NEW,2026-02-06 22:12:47
667,111,9,01/05/2026,9,46.99,EUR,NEW,2026-02-06 22:12:47
668,2605,8,09/25/2025,7,90.15,USD,NEW,2026-02-06 22:12:47
669,1936,10,06/26/2025,8,18.70,EUR,NEW,2026-02-06 22:12:47
670,1938,6,05/20/2025,5,33.24,INR,NEW,2026-02-06 22:12:47
671,1783,5,01/07/2026,1,68.16,USD,NEW,2026-02-06 22:12:47
672,2552,2,02/05/2025,8,54.32,CAD,NEW,2026-02-06 22:12:47
673,633,8,06/28/2025,1,5.45,USD,NEW,2026-02-06 22:12:47
674,892,3,12/19/2025,4,55.64,INR,NEW,2026-02-06 22:12:47
675,2638,3,06/30/2025,2,97.60,INR,NEW,2026-02-06 22:12:47
676,75,3,02/06/2025,6,80.30,INR,NEW,2026-02-06 22:12:47
677,1736,9,09/04/2025,1,93.28,EUR,NEW,2026-02-06 22:12:47
678,2645,5,07/09/2025,8,59.08,INR,NEW,2026-02-06 22:12:47
679,1928,9,01/28/2025,2,12.41,USD,NEW,2026-02-06 22:12:47
680,2337,6,03/26/2025,4,99.77,CAD,NEW,2026-02-06 22:12:47
681,918,2,08/23/2025,1,94.37,CAD,NEW,2026-02-06 22:12:47
682,205,6,03/04/2025,4,89.14,CAD,NEW,2026-02-06 22:12:47
683,545,4,05/23/2025,4,97.53,CAD,NEW,2026-02-06 22:12:47
684,488,5,03/04/2025,9,8.00,INR,NEW,2026-02-06 22:12:47
685,2726,4,07/08/2025,9,94.42,USD,NEW,2026-02-06 22:12:47
686,1389,8,12/15/2025,7,88.94,INR,NEW,2026-02-06 22:12:47
687,1366,2,04/30/2025,5,91.58,EUR,NEW,2026-02-06 22:12:47
688,2448,7,09/05/2025,6,74.02,USD,NEW,2026-02-06 22:12:47
689,1999,4,01/06/2026,3,89.03,EUR,NEW,2026-02-06 22:12:47
690,1266,10,12/12/2025,5,26.66,EUR,NEW,2026-02-06 22:12:47
691,1822,8,05/16/2025,7,48.74,EUR,NEW,2026-02-06 22:12:47
692,2852,9,07/23/2025,10,81.59,USD,NEW,2026-02-06 22:12:47
693,197,6,05/19/2025,6,37.45,USD,NEW,2026-02-06 22:12:47
